20040326,1,1600000,1
20050131,1,1600000,15.2457
20090129,1,160000,64.277
20100730,1,80000,13.1151
20120131,1,10000,12.7387
20121231,1,1000,16.092
20150130,1,100,17.7332
20161130,1,10,9.4903
